name,lon,lat,pop
1210+S.+CENTERVILLE+ROAD,-85.43,41.79,60964
332+MULTZER+STREET,-84.03,41.89,98451
67425+US+HIGHWAY+131,-85.66,41.82,60964
5154+1%2F2+SOUTH+MERIDIAN+ROAD,-84.37,41.85,45605
8044+-+1%2F2+HERRING+ROAD,-84.77,42.03,45605
7866-B+FOREST+HILLS+DRIVE,-83.98,42.0,98451
16566+MARCELLUS+ROAD+-+A,-85.63,42.03,60964
68183+M+40+BLDG.+A,-85.8,41.81,51787
10241+UNIT+B+BRIGGS+ROAD,-84.34,42.04,98451
9782+1%2F2+BROWN+ROAD,-84.56,42.04,45605
2490+%23+4+WORRELL+DR.,-86.2,41.8,51787
483+-+A+SKYLINE,-84.21,41.71,42126
917+RIVERSIDE+DRIVE.+UNIT+C,-86.1,41.97,51787
820-B+AVERY+DRIVE,-85.46,42.01,60964
607-A+EAST+MAIN+STREET,-85.41,41.81,60964
24811+DUTCH+SETTLEMENT+ROAD,-86.05,41.99,51787
2257+REUM+STREET,-86.22,41.81,51787
8405.5+W.+CAMDEN+RD,-84.78,41.75,45605
24383+MOUNTAIN+HOUSE+PARKWAY,-121.53,37.73,762148
1559+ROOSEVELT+ROAD,-120.99,37.79,762148
10698+WEST+BARBER+ROAD,-121.46,38.24,762148
MT+HAMILTON+ROAD+EAST+OF+LICK+OBSERVATORY,-121.63,37.35,1927852
27150+HANSEN+ROAD,-121.51,37.7,762148
20730+W.+MANDEVILLE+LEVEE+RD,-121.54,38.01,762148
3990+MAIN+STREET,-121.7,38.0,1153526
34150+SOUTH+GREENWOOD+ROAD,-121.27,37.64,762148
5019+EAST+JAHANT+ROAD,-121.26,38.21,762148
END+OF+ROSS+DRIVE,-120.86,38.18,45905
3075+S+OX+RD,-78.57,38.84,43616
18+VOGT+PL,-78.46,38.66,23902
ATOP+BRYCE+MTN.+0.56+KM+NORTH+OF+SR-263,-78.77,38.81,43616
1181+MOUNT+OLIVE+RD,-78.44,38.97,43616
192+SHORT+RUN+LN,-78.63,38.77,43616
288+FAIRVIEW+ROAD,-78.51,38.9,43616
627+MASSANUTTEN+MOUNTAIN+RD,-78.12,38.91,40164
235+PARISHVILLE+ROAD,-78.37,39.28,89313
221+SPOTSWOOD+CT,-78.19,39.07,89313
361+TURTLE+MEADOW+DRIVE,-78.28,39.19,89313
205+BROWN+LANE,-78.11,39.28,89313
QUICKSBURG+SITE+3557+OLD+VALLEY+PIKE,-78.66,38.68,43616
RT+636,-78.0,39.16,14619
0.05+MILE+SW+OF+US-340+++++++++0.25+MILE+NW+OF+SR-602,-78.62,38.49,23902
2453+SLEEPY+CREEK+ROAD,-78.33,39.41,89313
243B+CHESTER+GAP+ROAD,-78.14,38.85,7370
659+LANDFILL+DRIVE,-78.58,38.62,23902
%28ROCKLAND+SITE%29+871+RITENOUR+HOLLOW+RD,-78.2,38.98,40164
IZAAK+WALTON+PARK+SITE+MILLWOOD+PIKE,-78.11,39.11,89313
1360++LELAND+ROAD,-84.34,42.98,68122
6356+SMITH+RD,-83.8,42.86,405813
5170+BEARD+RD,-84.26,42.81,68122
7266+LINDEN,-83.77,43.11,405813
201+S+FENWAY+DR,-83.73,42.79,405813
5974+GENESEE+ROAD,-83.46,43.02,87607
7071+SOUTH+STATE+ROAD,-84.12,42.89,68122
4420+BALDWIN+RD,-83.61,42.89,405813
809+MIDDLETON+ROAD,-84.15,43.02,68122
9094+DORT+HIGHWAY,-83.68,43.14,405813
CALHOUN+CELL+SITE+PPROX.+350+FT+SO+OF+INTERSTATE+20+AND+625+FT+WEST+OF,-92.37,32.52,153279
FISHER+GUIDE+CELL+SITE+281+R.+L.+SMITH+ROAD,-91.94,32.51,153279
DREW+CELL+SITE+210+ALVIS+SHELBY+ROAD,-92.27,32.56,153279
US-165+SOUTH+CELL+SITE+211+PIPES+LANE,-92.09,32.29,153279
WOODLAWN+CELL+SITE+81+LYNCH+ROAD,-92.2,32.41,153279
SWARTZ+CELL+SITE%3A+324+SPRING+HILL+ROAD,-91.97,32.6,153279
HWY+165N+CELL+SITE+79+KEYSTONE+ROAD,-92.07,32.65,153279
SIDNEY+SITE%3A+4+KM+WEST+OF+US-385%3B+1.2+KM+NW+OF+SIDNEY,-103.0,41.16,8910
3+KM+N,-103.66,41.94,35618
6510+BROWN+RD,-102.98,42.38,10783
%28OSHKOSH%29+5.96+KM+SOUTHWEST+OF,-102.4,41.34,1837
7+KM+N+OF+I80+3.2+KM+W+OF+SR71+5+KM+NW,-103.7,41.27,3632
4.8+KM+WEST+OF+US-385%3B+4.8+KM+WSW+OF,-102.96,42.08,10783
%28HYANNIS%29+19+KM+WEST+OF+SR-61%3B+6.8+KM+EAST+OF+BINGHAM,-102.01,42.02,623
ON+HWY+27+3.2+MI+S,-102.19,42.76,5246
8+KM+EAST+OF+US-385%3B+3.2+KM+NORTH+OF+US-20,-102.97,42.86,8589
%28CRAWFORD%29+7+MILES+SOUTH+AND+1%2F4+MILES+WEST+OF+CRAWFORD+ON+HWY+2,-103.4,42.56,8589
4.8+KILOMETERS+EAST+OF,-103.67,41.54,745
1+MILE+SOUTH+OF+GERING,-103.64,41.81,35618
0.8+KM+EAST+OF+SR-71%3B+1.4+KM+NORTH+OF+US-26,-103.67,41.89,35618
%28HARRISON%29+HWY+20,-103.93,42.68,1166
SOUTH+SIDE+OF+GOLF+COURSE+RD.,-102.68,42.69,5246
1+MILE+NORTH+OF+ALLIANCE+OF+HIGHWAY+385,-102.86,42.11,10783
HC+87+BOX+9,-103.06,41.91,4642
150644+COUNTRY+ROAD+35,-103.4,41.79,35618
2+KM+W+OF+US385+4.8+KM+N+OF+US26+4.8+KM+NNW,-103.14,41.71,4642
110397+COUNTY+ROAD+G,-103.86,41.92,35618
SCOTTSBLUFF+WEST+SITE%3A+912+WEST+OVERLAND,-103.68,41.86,35618
SE+1%2F4.+SEC.+31-T15N-R42W,-103.32,41.23,8910
2.4+KM+SOUTH+OF+I-80%3B+8.1+KM+WEST+OF+US-385,-102.53,41.08,1794
SE+1%2F4.+SEC.+31-T13N-R41W+OF+THE+6TH+P.M.,-102.06,41.05,1794
%28BROADWATER%29+7413+RD+133,-102.77,41.53,4642
%28DALTON%2910905+COUNTY+ROAD+58,-103.0,41.41,8910
%28LEWELLEN%29+4810+RD+199A,-102.14,41.34,1837
11+MILES+ESE+OF+EUREKA+ON+KNEELAND+ROAD,-123.97,40.73,135558
2.0+MI.+NE+OF+MCKINLEYVILLE+1.8+MI.+W+OF+FIELDBROOK,-124.07,40.96,135558
CRESCENT+CITY+SITE+14+MILES+NORTH+OF+CRESCENT+CITY,-124.19,41.97,27812
3.2+MILE+E+OF+I-5+AND+S.R.+89+2.4+MI+NE+OF+MOTT+1.4+MI+SW+OF+EVERITT,-122.24,41.29,43539
ORICK+CELL+SITE%3A++HILTON+ROAD+%28W+OFF+HWY+101%29,-124.08,41.28,135558
GARBERVILLE+LOCATED+5.5+MILES+NORTHEAST+OF,-123.69,40.12,135558
YREKA+CELL+SITE+IS+LOCATED+4+MILES+NORTHEAST+OF,-122.58,41.79,43539
6.2+MILES+SW+OF+WILLOW+CREEK,-123.73,40.87,135558
RED+MOUNTAIN+SITE+NEAR+LOOKOUT+TOWER+ON+TOP+OF+RED+MTN..+5+MI+E+OF,-123.91,41.52,27812
CAMP+6+SITE+NEAR+LOOKOUT+TOWER+ON+NO.+COON+MTN.+5.7+MI+ESE+OF,-123.88,41.83,27812
WEAVERVILLE+SITE+TOP+OF+OREGON+MTN.+IN+ANTENNA+FARM.+2.5+MI+WSW+OF,-122.98,40.72,12285
PIERCE+MOUNTAIN+SITE+TOP+OF+PIERCE+MOUNTAIN.+4.5+MI+SSE+OF+SCOTIA,-124.12,40.42,135558
CHASE+MOUNTAIN+SITE+TOP+OF+CHASE+MOUNTAIN+4+MI+SW+OF+KENO,-121.99,42.09,68238
HUMBOLDT+HILL+CELL+SITE+7246+HUMBOLDT+HILL+ROAD,-124.2,40.72,135558
1.4+MI+MILES+NW+OF+REQUA,-124.08,41.55,135558
R-RANCH+CELL%3A+1.9+MILES+NORTHEAST+OF+HORNBROOK,-122.56,41.93,43539
DORRIS+CELL+SITE%3A+APPROX.+2+MILES+EAST+OF+DORRIS+ON+EAST+DORRIS+HILL.,-121.89,41.96,43539
EUREKA+CELL+SITE%3A+1020+W.+DEL+NORTE,-124.18,40.79,135558
MCCLOUD+CELL+SITE%3A+SOUTH+OF+HWY+89.+3+MILES+W+OF,-122.21,41.26,43539
R-RANCH+CELL%3A+1.9+MILES+NORTHEAST+OF+HORNBROOK,-122.56,41.93,43539
FORTUNA+CELL+SITE%3A+200+DINSMORE+DRIVE,-124.16,40.59,135558
APPROX+3.0+MILES+NORTHEAST+OF+TRINIDAD,-124.13,41.1,135558
PIERCY+CELL+SITE%3A2025+STATE+HWY+101,-123.81,40.03,135558
2+MI+NW+OF+CRESCENT+CITY+ON+WASHINGTON+STREET,-124.23,41.77,27812
LOCATED+ON+ANTELOPE+MOUNT.+5.9+MI+W+OF+I-5.+5.7+MI+WSW+OF+GRENADA,-122.62,41.61,43539
1621+FIFTH+STREET,-124.19,41.76,27812
3.4+MILES+SE+OF+BAYSIDE.+0.1+MILES+NORTH+OF+FICKLE+HILL+ROAD,-124.0,40.83,135558
702+CAMERON+ROAD,-80.28,41.03,85512
1.100%27+SOUTH+SOUTHEAST+FROM+INTERCHANGE+7+OF+INTERSTATE+HIGHWAY+I-80,-79.54,41.18,38438
LAWRENCE+JUNCTION+2.99+MILES+NE+OF,-80.42,40.9,85512
SLIPPERY+ROCK+CELL+SITE+244+SHEILD+ROAD,-80.02,41.11,187853
PULASKI+CELL+SITE%3A+++248+1%2F2+HIGH+HILL+ROAD+ROUTE+1,-80.45,41.12,85512
ELLWOOD+CITY+CELL+SITE-+JOCKEY+MOORE+ROAD,-80.3,40.88,85512
LOWELLVILLE+CELL+SITE+240+RT+224,-80.48,41.01,85512
110+VIDIC+ROAD,-79.9,40.99,187853
31257+RT+66+%28015373%29,-79.33,41.36,38438
1%2F4+MILE+E+OF+I%2FS+RT.+839+%26+TOWNSHIP+RD.+617+%28NEW+BETHLEHEM%29,-79.32,40.99,64735
400%27+WEST+OF+SR+1921+AND+0.45+MILES+SOUTH+SR+24,-78.28,34.99,63531
0.7+MI.+WSW+OF+INTERSECTION+OF+S.R.+1102+AND+S.R.+1143,-78.05,34.82,58741
400%27+SOUTH+OF+S.R.+1411+AND+0.3+MI+WEST+OF+INTERSECTION+OF+SEABOARD+CO,-77.91,34.47,63060
MOUNT+OLIVE+CELL+SITE+4+MILES+SSE+OF+MOUNT+OLIVE,-78.03,35.13,58741
VISTA+CELL+SITE+2+MILES+NE+OF+WOODSIDE,-77.63,34.45,63060
RICHLANDS+CELL+SITE+203+FRANCK+STREET,-77.55,34.9,197938
ATKINSON+CELL+SITE+1.2+MILES+NW+OF,-78.19,34.54,63060
NEWTON+GROVE+CELL+SITE+BOYETTE+ROAD,-78.29,35.21,63531
GARLAND+CELL+SITE%3A+3574+LAMB+ROAD,-78.36,34.79,63531
SALEMBURG+CELL+SITE.+8402+ROSEBORO+ROAD,-78.47,34.96,63531
2735+WEST+HWY++NC+403,-78.17,35.11,58741
292+NORTH+NC+HWY+11+AND+903+HWY,-77.95,34.97,58741
2644+NC+HWY.+53+EAST,-77.9,34.58,63060
NC+HWY+111+%26+41+SOUTH,-77.78,34.91,58741
1919+WILMINGTON+HIGHWAY,-78.17,34.7,63531
355+HENRY+VAN+FARM+RD.,-78.4,35.11,63531
511+REGISTER-SUTTON+ROAD,-78.26,34.83,63531
1564+HOOVER+ROAD,-77.72,34.39,63060
7050+GARDNER+LINE+ROAD,-82.54,43.21,41170
571+BIRCH+ROAD,-83.57,43.36,52245
6200+WEST+WALKER+ROAD,-83.07,43.37,41170
10415+SEBEWAING+ROAD,-83.39,43.73,30981
3315+PHILLIPS+ROAD,-83.2,43.42,52245
6958+DENNISON+STREET,-82.54,43.27,41170
250+HURON+VIEW+ROAD,-82.57,43.42,41170
6201+STATE+PARK+ROAD,-83.21,43.97,30981
7042+ARENDT+RD,-82.85,43.21,41170
1210+EAST+SANILAC+ROAD,-83.37,43.41,52245
150+KNOBLOCK+ROAD,-83.0,44.03,30981
75+KLUG+ROAD,-82.68,43.83,30981
8001+PORT+AUSTIN+ROAD,-83.32,43.91,30981
5247+WILDCAT+RD,-82.59,43.27,41170
5931+LAWITZKE+ROAD,-82.79,43.99,30981
10125+HURON+LINE+ROAD,-82.62,43.69,30981
4865+SHABBONA+ROAD,-82.64,43.55,41170
4151+BEACH+STREET,-83.51,43.56,52245
2730+SOUTH+REESE+ROAD,-83.7,43.43,190539
COUNTY+ROAD+302,-91.44,36.68,10529
ROUTE+1+BOX+97-A1,-90.77,37.5,10125
EAST+DENT+COUNTY+RD,-90.61,37.61,10125
HIGHWAY+21+AND+160,-90.8,36.65,13288
155+CEMETERY+HILL+ROAD,-90.7,37.36,10125
ROUTE+2+BOX+2582,-90.82,36.96,5982
10269+HWY+160,-90.52,36.66,42478
COUNTY+RD+325,-91.53,37.7,15573
RURAL+ROUTE+1+BOX+126+C,-90.73,36.92,5982
HIGHWAY+49+50+C,-91.14,37.71,10125
386+ELM+STREET,-91.49,36.99,8166
8787+HWY+119,-91.7,37.45,15573
HC1+BOX+422,-91.36,37.17,8166
HWY+63.+4+MI+N+OF+WEST+PLAINES,-91.91,36.82,40117
RUTER+CELL+SITE+US+HWY+160.+RUTER.+MO++65744,-92.92,36.61,55928
TABLE+ROCK+LAKE+CELL+SITE+LOCATED++0.2+MILES+SOUTH+OF+INTERS.+OF+SR+13,-93.44,36.56,31952
ON+STATE+ROUTE+165+4+MILES+SOUTHWEST+OF,-93.27,36.59,55928
RT.+3+BOX+70,-92.74,36.9,13185
BRANSON+II+HIGHWAY+65+%26+248+INTERSECTION++OF+BRANSON+NW+ON+248+FOR+4.5,-93.26,36.7,55928
3.5+MILES+NE+OF+ISABELLA,-92.56,36.61,9174
1+MILE+SOUTHWEST+OF+WILLOW+SPRINGS,-91.98,36.99,40117
2+MI+W,-93.46,36.93,31952
REED+SPRINGS+CELL+SITE+1.25+MILE+OF+INTERSECTION+HWY+248+%26+13.+ON+HH10,-93.41,36.75,31952
TANEYVILLE+CELL+SITE+1.5+MILES+E+OF+TANEYVILLE.+NORTH+SIDE+OF+HWY+76,-93.02,36.76,55928
CAULDFIELD+CELL+SITE+0.7+MILE+WEST+OF+CAULDFIELD+ON+HWY+160,-92.11,36.62,40117
WEST+PLAINS+DT+CELL+SITE%3A+SE+8590.+1%2F2+MILE+FROM+8800,-91.83,36.67,40117
MOUNTAIN+VIEW+CELL+SITE%3A+ALMOST+2+MI+NE+OF+TOWN,-91.66,37.02,40117
BRANSON+WEST%2FKIMBERLING+2.3+MILES+E+OF,-93.39,36.64,31952
807+KNOX+AVE,-93.21,36.63,55928
ON+WOLF+RD.+1.6M+FROM+HWY+65%2F176,-93.23,36.79,55928
INTERSECTION+OF+HWY+65+S.+%26+86.+0.6+MI+ON+RIDGE+DALE+RD,-93.24,36.52,55928
991+PREACHER+ROE+BLVD,-91.87,36.72,40117
ON+ST.+JAMES+CHURCH+ROAD+3.2+MILES+WEST+OF,-83.33,32.3,12873
3.5+MILES+SOUTH+OF+STATE+HIGHWAY+46+ON+STATE+HWY+165,-83.02,32.18,20605
COUNTY+ROAD+9.+0.5+MILES+S+OF,-82.76,31.8,15115
0.9+MILES+WEST+OF+STATE+HWY+19+ON+COUNTY+ROAD+173,-82.66,32.09,7855
HIGHWAY+27+2+MILES+SOUTH+OF,-83.49,32.26,11137
COUNTY+ROAD+129+3.4+MILES+SOUTH+OF,-82.91,31.58,43273
0.2+MILES+E.+OF+JCT.+OF+CR+301+AND+CR+207,-82.55,31.86,15115
1+MILE+SOUTHWEST+OF+SR-29+ON+CR-101,-82.67,32.42,6901
MCDILDA+DRIVE.+2+MILES+EAST+OF,-82.35,32.22,26830
1+MILE+WEST+OF+HWY+441+%26+400%27+NORTH+OF+CR+63,-82.99,31.86,15860
0.7+MILES+SSW+OF+JUNCTION+HIGHWAY+82+AND+HIGHWAY+64,-82.86,31.29,8165
ROUTE+1.+EAST+OF+HIGHWAY+223,-83.45,31.93,8635
MILLER+TERRELL+RD..+1.4+MILES+SE+OF,-82.82,31.48,43273
I-23.+1+MILE+NNE+OF,-83.34,32.41,12873
I-23.+1+MILE+NNE+OF,-83.34,32.41,12873
RT.+2+BOX+82,-83.15,32.0,15860
162+NICHOLS+RD,-81.86,29.74,74521
119+WILLIS+ROAD,-81.83,29.63,74521
224+WALDEN+RD,-81.57,29.67,74521
116+SOUTH+1ST+STREET,-81.66,29.55,74521
121+ASIA+ROAD,-81.58,29.61,74521
809+NORTH+HIGHWAY+17,-81.65,29.73,74521
1884+SOUTH+HIGHWAY+17,-81.58,29.49,74521
935+WALNUT+STREET,-81.52,29.45,74521
120+QUEEN+STREET,-81.63,29.78,74521
141+CAROLYN+LANE,-81.98,29.63,74521
0.68+MILE+SOUTH+OF+LASSITER+CORNER+%26+REEL+FOOT+LAKE,-89.37,36.35,7016
416+JIMTOWN+ROAD,-88.65,36.77,37266
CR+1307.+RT+1+BOX+58,-89.07,36.91,4760
550+POWELL+ROAD,-88.84,36.52,5969
1433+VAN+CLEAVE+ROAD,-88.27,36.64,39001
220+RICHARDSON+LANE,-88.96,37.06,7888
3975+STATE+ROUTE+2206,-88.97,36.74,4380
641+JARY+JOHNSON+ROAD,-88.37,37.03,31100
12201+SR+97,-88.53,36.58,37266
4415+NORTH+MEREDITH+ROAD,-88.71,37.1,65418
14664+CANTON+ROAD,-88.06,36.78,14651
RD+%231.+9565+CENTER+ROAD,-79.24,42.42,126903
DOUGLAS+ROAD,-79.62,42.27,126903
ROCK+CITY+ROAD,-78.45,42.04,76117
3233+ORANGEVILLE+CENTER+ROAD,-78.25,42.72,39859
10385+HIGMAN+HILL+ROAD,-77.08,42.14,95379
6311+O%27BRIEN+ROAD,-77.22,42.31,95379
3324+NORTH+HILL+ROAD,-77.94,42.15,46091
6983+DERBY+HILL+ROAD,-77.29,42.1,95379
PEKIN+ROAD,-79.75,42.06,126903
10612+SHELDON+CORNERS+NE+ROAD,-79.75,42.2,126903
SCHWAB+ROAD,-78.38,42.72,39859
6340+ABBOTT+ROAD,-78.06,42.7,39859
2910+MAXON+ROAD,-78.34,42.75,39859
2000+KINGSLEY+ROAD,-78.14,42.79,39859
4030+SHULTS+HILL+RD,-77.5,42.52,95379
2499+TIMMERMAN+ROAD,-77.57,42.11,95379
4829+STONEY+RIDGE+ROAD,-77.16,42.23,95379
9549+WELTY+ROAD,-77.13,42.09,95379
9725+STEAMTOWN+ROAD,-77.12,42.03,95379
3385+ARMENIAN+ROAD,-79.57,42.14,126903
2+ORCHARD+ROAD,-79.29,42.09,126903
7963+THAYER+ROAD,-79.46,42.34,126903
2298+DONELSON+ROAD,-79.21,42.02,126903
11810+OLD+MAIN+ROAD,-79.18,42.51,126903
856+CLYMER-SHERMAN+ROAD,-79.62,42.03,126903
OLDRO+HILL+ROAD+COOLSPRING,-78.93,42.1,76117
4683+BIRCH+RUN+ROAD,-78.56,42.07,76117
7875+COUNTY+ROAD+5A+%28SALT+RISING+ROAD%29,-78.19,42.07,46091
8852+ROHR+HILL+ROAD,-78.68,42.38,76117
1326+MAIN+ROAD,-78.39,42.99,57280
ROUTE+98,-78.19,43.07,57280
7850+EAST+MAIN+STREET,-78.01,42.98,57280
2694+TOWNLINE+ROAD,-78.3,43.04,57280
LAKE+AVE,-77.95,43.08,57280
9151+LAKE+ROAD,-78.44,42.97,57280
535+GIBB+ROAD,-79.95,41.21,50668
BULL+HILL,-79.04,41.7,39191
STATE+ROUTE+66+%28CHERRY+STREET%29,-79.12,41.47,7247
EAST+FIFTH+AVENUE+EXTENSION,-79.13,41.86,39191
2881+CIDER+MILL+HILL+ROAD,-79.12,41.96,39191
RD+%231.+ROUTE+6,-79.53,41.94,39191
22660+DUNN+ROAD,-80.07,41.52,84629
RR1+BOX+22A,-79.36,41.99,39191
WEAVER+STREET,-79.08,41.78,39191
24A+SHERMAN+HILL+ROAD,-79.45,41.93,39191
22637+FRYE+RD,-80.17,41.79,84629
RR+2+%28O15361%29,-79.77,41.78,84629
9006+MERCER+PIKE,-80.16,41.56,84629
20161+SMITH+ROAD,-80.35,41.75,84629
14642+AIRPORT+ROAD,-80.43,41.66,84629
TW+ROUTE+307+SNAKE+ROAD,-80.43,41.5,84629
26399+FRY+ROAD,-80.17,41.84,84629
3880+STATE+ROUTE+308,-79.87,41.19,50668
1030+EAKIN+RD,-79.82,41.2,50668
717+HELPER+ROAD,-79.65,41.31,50668
17979+GOSPEL+HILL+ROAD,-80.18,41.76,84629
435+OAK+LANE,-79.46,41.47,7247
RADIO+TOWER+ROAD+OFF+OF+ROUTE+322,-79.17,41.18,43425
R.R.+1.+HEITZENRATER+RD,-78.81,41.17,43425
CEMETERY+HILL+ROAD+%28SR+%231025%29,-78.79,41.26,43425
ROUTE+36+N+%26+LAUREL+RIDGE+ROAD,-79.07,41.02,43425
525+SANKY+ROAD,-78.11,40.96,79255
590+SMITH+ROAD,-78.53,41.1,79255
2134+ALLPORT+CUTOFF,-78.24,40.98,79255
56+LARSON+ROAD,-78.18,40.99,79255
560+FIRST+STREET,-78.37,40.81,79255
BANNER+RIDGE+ROAD+%28OFF+HWY+36%29,-78.71,40.88,79255
ROUTE+153,-78.57,41.19,79255
ROAD+%231+BOX+625,-79.39,40.52,84073
ROAD+5.+BOX+131+A,-79.27,40.65,84073
6740+EAST+HWY+22,-79.1,40.44,84073
PENN+VIEW+MOUNTAIN++ROAD.+ROUTE+22,-79.16,40.45,84073
1954+DALE+ROAD,-78.3,41.01,79255
14345+RT+422+HWY+E,-78.92,40.56,84073
WHITESELL+ROAD,-79.16,40.79,84073
1519+GARVIN+ROAD,-80.1,40.73,187853
255+RIDGE+ROAD,-79.97,40.68,187853
GIRTY+ROAD,-79.37,40.7,64735
248+%26+1%2F2+HIGH+HILL+ROAD,-80.45,41.12,85512
420+SHOFESTALL+RD,-79.22,41.19,38438
1012+ST.+MARK+ROAD,-79.55,41.28,38438
31257+ROUTE+66,-79.33,41.36,38438
10752+ROUTE+28,-79.21,41.1,38438
146+REDDINGER+ROAD,-79.36,40.96,64735
RD+1+BOX+156F.+WHITE+OAK+LANE,-79.3,40.79,64735
3807+ONEIDA+VALLEY+RD,-79.74,41.17,187853
4330+WILLIAM+FLYNN+HIGHWAY,-80.01,41.12,187853
1579+POTTER+RUN+ROAD,-80.23,41.11,85512
125+STATE+LINE+ROAD,-80.52,40.92,85512
MT+AIRY+ROAD,-80.45,40.9,85512
1128+S+MAIN+ST,-80.49,40.96,85512
COTTON+SCHOOL+ROAD,-80.39,41.1,85512
1190+SLATE+POINT+RD,-79.52,40.66,64735
RD+1+BOX+291+AHN+4+WAMPURN+MOUNT+AIR+RD,-80.38,40.89,85512
LEWIS+PEAK+-+5.6+MILES+SOUTH+OF+COALVILLE,-111.48,40.86,42145
SE+1%2F4.+NE+1%2F4.+SEC+7.+T4N.+R3E.+SLBM+%28MORGAN+PEAK%29,-111.65,41.1,12124
NE+1%2F4.+S5.+T4N.+R7E.+SLBM,-111.17,41.11,42145
2511+SOUTH+SOLDIER+CREEK+TRAIL,-111.06,40.21,34091
5775+NORTH+6300+WEST,-111.83,41.14,12124
8841+N.+ALPINE+LOOP+ROAD,-111.59,40.37,3205958
8841+N.+ALPINE+LOOP+ROAD,-111.59,40.37,636235
2999+WEST+CANYON+ROAD,-111.48,40.41,34091
SW+1%2F4+S4+T1S+R3E+SLM+%28PARLEYS+SUMMIT%29,-111.62,40.76,42145
2+STEINS+WAY,-111.49,40.62,42145
3481+COOKE+PEAK+ROAD,-118.44,35.62,900202
13326+HWY+46,-120.04,35.66,900202
22724+D+STREET,-119.61,35.28,900202
23780+EL+RANCHO+ROAD,-118.58,35.16,900202
7250+60+REWARD+ROAD,-119.72,35.33,900202
COUNTY+ROAD+614,-89.62,37.4,78871
7.1+MILES+SW+OF+HIGHWAY+51,-89.94,37.65,19136
COUNTY+ROAD+325.+1%2F2+MILE+SOUTH+OF+INTERSECTION+WITH+HIGHWAY+67.+NE+OF,-90.37,37.35,12088
WEST+SIDE+OF+COUNTY+ROAD+403.+1+MILE+SOUTH+OF+INTERSECTION++WITH+HIGHW,-90.49,37.05,12873
0.9+MILES+NORTH+OF+ROUTE+FF.+2.9+MILES+SW+OF,-90.02,37.28,12133
COUNTY+ROAD+262,-90.29,37.53,12088
1.7+MILES+NW+OF,-89.55,37.67,19136
352+S.+SILVER+SPRINGS+ROAD,-89.57,37.3,78871
%28WAPPAPELLO+SITE%29+HWY+D+BOX+2072,-90.28,36.96,12873
1740+SIGNAL+PT.+ROAD,-79.97,32.71,411406
1311+ROYALE+ROAD,-80.11,33.03,227907
2372+RIFLE+RANGE+ROAD,-79.8,32.84,411406
HOLLYWOOD+CELL+SITE+5058+TOWELS+ROAD,-80.2,32.74,411406
%28SEABROOK+ISLAND%29+3035+CAPTAIN+SAMS+RD,-80.16,32.58,411406
340+FASHIONTOWN+RD.,-79.94,33.22,227907
%28DORCHESTER+SITE+ALT%29512+SCHOOLHOUSE+RD,-80.39,33.15,162809
7800+HIGHWAY+165,-80.29,32.86,162809
6879+SEE+WEE+ROAD,-79.64,32.99,411406
1558+BEN+SAWYER+BLVD.,-79.85,32.79,411406
879+RAYSOR+STREET,-80.59,33.2,162809
HELLHOLE+BAY+CELL+SITE+-+SOUTH+CAROLINA+ROAD+49+AND+172,-79.63,33.18,227907
CELL+SUMMERVILLE+0.76+MILES+SE+OF+THE+INTERSEC.+OF+I26+AND,-80.2,33.07,162809
CELL%22GOOSE+CREEK%22+117+LINDY+CREEK+ROAD,-80.03,33.0,227907
SOUTH+SIDE+OF+SC+HIGHWAY+%2361+ACROSS+FROM+MAGNOLIA+GARDENS+PLANTATION+3,-80.09,32.86,411406
2200+HAGOOD+ROAD,-79.96,32.83,411406
1829+ST.+ANDREWS+BOULEVARD,-79.99,32.79,411406
240+MATHIS+FERRY+ROAD,-79.89,32.81,411406
700%27++NE++OF+I%2FS++OF+S+-+8+-+45+%26++S+-+8+-+204++%28PINEVILLE+-+CHARLESTO,-80.03,33.43,227907
7574+SAVANNAH+HWY.++%28PARKERS+FERRY+-+CHARLESTON.+SC+MSA%29,-80.32,32.76,411406
MCCLELLANVILLE+CELL+SITE+-+INTERSECTION+OF+SANTEE+ROAD+%26+SEVEN+MILE+RO,-79.42,33.16,411406
WEST+ASHLEY+CELL+SITE%3A+698+CITADEL+HAVEN+DRIVE,-80.03,32.79,411406
BOHICKET+CELL+SITE%3A+4850+RIVERS+ROAD,-80.13,32.65,411406
%28RED+TOP+SITE%29+JAMES+BAY+ROAD,-80.13,32.8,411406
MT.+PLEASANT+CELL+SITE+2372+RIFLE+RANGE+ROAD,-79.8,32.84,411406
HARLEYVILL+CELL+SITE+-+336+HARTS+RD,-80.55,33.31,162809
510+ERIE+AVE.+EAST+%28FOLLY+ISLAND%29,-79.93,32.66,411406
879+RAYSOR+RD,-80.59,33.2,162809
2479+HWY+17A+NORTH,-79.86,33.28,227907
NUCOR+1068+HAGGEN+RD+AT+SUBSTATION+NEAR+CHARITY,-79.85,33.01,227907
259+INTERSTATE+DRIVE++%28RIDGEVILLE+SITE%29,-80.32,33.14,162809
255+KRISTI+LANE,-86.3,33.2,79978
6836+COUNTY+ROAD+65,-85.41,33.22,22722
268+HILLSIDE+CIRCLE,-86.35,33.25,79978
1082+HIGHWAY+281,-85.63,33.64,14910
192+COUNTY+RD+422,-85.5,33.64,14910
300+INDUSTRIAL+DRIVE,-86.15,33.61,79978
